id,transaction_date,user_id,order_id,product_id,campaign_id,quantity,net,tax,gross
380,2025-11-07 17:37:37,77,154,13,,3,40.47,9.31,49.78
381,2026-04-20 12:55:34,52,155,15,7,1,21.99,5.06,27.05
382,2026-04-20 12:55:34,52,155,10,,1,24.99,5.75,30.74
383,2026-03-08 17:43:44,74,156,7,6,1,79.99,18.40,98.39
384,2026-03-08 17:43:44,74,156,1,6,2,17.98,4.14,22.12
385,2025-12-19 12:53:31,156,157,14,,1,5.99,1.38,7.37
386,2025-12-19 12:53:31,156,157,3,6,1,18.99,4.37,23.36
387,2026-03-04 18:05:12,214,158,8,8,1,14.99,3.45,18.44
388,2026-03-04 18:05:12,214,158,14,,1,5.99,1.38,7.37
389,2026-03-04 18:05:12,214,158,2,3,1,12.99,2.99,15.98
390,2026-03-04 18:05:12,214,158,9,,2,31.98,7.36,39.34
391,2025-10-15 11:02:29,103,159,1,5,2,17.98,4.14,22.12
392,2025-10-15 11:02:29,103,159,8,2,1,14.99,3.45,18.44
393,2025-10-15 11:02:29,103,159,4,3,1,16.49,3.79,20.28
394,2025-10-15 11:02:29,103,159,8,,1,14.99,3.45,18.44
395,2026-04-10 21:44:05,133,160,5,,1,10.99,2.53,13.52
396,2026-04-10 21:44:05,133,160,13,4,3,40.47,9.31,49.78
397,2026-04-10 21:44:05,133,160,5,1,1,10.99,2.53,13.52
398,2026-04-10 21:44:05,133,160,3,1,1,18.99,4.37,23.36
399,2026-04-01 19:41:17,157,161,7,8,2,159.98,36.80,196.78
400,2025-12-17 18:33:52,239,162,10,,1,24.99,5.75,30.74
401,2025-12-17 18:33:52,239,162,11,5,3,20.97,4.82,25.79
402,2026-02-01 09:21:17,56,163,11,,1,6.99,1.61,8.60
403,2026-02-01 09:21:17,56,163,15,,1,21.99,5.06,27.05
404,2026-02-01 09:21:17,56,163,4,7,2,32.98,7.59,40.57
405,2026-02-01 09:21:17,56,163,11,,1,6.99,1.61,8.60
406,2026-02-01 09:21:17,56,163,5,7,1,10.99,2.53,13.52
407,2026-02-01 09:21:17,56,163,10,4,2,49.98,11.50,61.48
408,2026-03-25 16:40:50,114,164,8,5,2,29.98,6.90,36.88
409,2026-03-25 16:40:50,114,164,14,5,1,5.99,1.38,7.37
410,2026-04-08 12:46:51,66,165,9,,2,31.98,7.36,39.34
411,2026-04-08 12:46:51,66,165,6,,1,29.99,6.90,36.89
412,2026-01-16 20:56:21,158,166,6,,1,29.99,6.90,36.89
413,2026-01-16 20:56:21,158,166,8,2,1,14.99,3.45,18.44
414,2026-01-16 20:56:21,158,166,4,7,1,16.49,3.79,20.28
415,2026-01-16 20:56:21,158,166,7,3,1,79.99,18.40,98.39
416,2026-01-16 20:56:21,158,166,6,8,1,29.99,6.90,36.89
417,2026-04-18 09:31:21,93,167,11,,3,20.97,4.82,25.79
418,2025-12-10 11:48:49,232,168,3,,1,18.99,4.37,23.36
419,2025-12-10 11:48:49,232,168,13,7,1,13.49,3.10,16.59
420,2025-12-10 11:48:49,232,168,8,,1,14.99,3.45,18.44
421,2025-10-04 22:20:48,192,169,14,,1,5.99,1.38,7.37
422,2025-11-27 19:56:22,128,170,5,5,1,10.99,2.53,13.52
423,2025-12-16 12:29:46,24,171,9,,1,15.99,3.68,19.67
424,2025-12-16 12:29:46,24,171,3,6,1,18.99,4.37,23.36
425,2025-12-16 12:29:46,24,171,3,7,3,56.97,13.10,70.07
426,2026-04-05 10:13:46,115,172,1,,1,8.99,2.07,11.06
427,2026-04-05 10:13:46,115,172,11,5,2,13.98,3.22,17.20
428,2026-04-05 10:13:46,115,172,10,2,1,24.99,5.75,30.74
429,2026-04-05 10:13:46,115,172,1,,1,8.99,2.07,11.06
430,2026-04-05 10:13:46,115,172,2,3,1,12.99,2.99,15.98
431,2025-12-17 14:42:06,5,173,11,3,1,6.99,1.61,8.60
432,2025-12-17 14:42:06,5,173,15,2,1,21.99,5.06,27.05
433,2026-02-05 11:38:12,55,174,13,4,1,13.49,3.10,16.59
434,2026-02-05 11:38:12,55,174,7,,1,79.99,18.40,98.39
435,2026-02-05 11:38:12,55,174,4,4,1,16.49,3.79,20.28
436,2025-10-29 21:36:42,46,175,8,,1,14.99,3.45,18.44
437,2025-10-29 21:36:42,46,175,12,4,2,23.98,5.52,29.50
438,2025-10-29 21:36:42,46,175,5,,1,10.99,2.53,13.52
439,2025-10-29 21:36:42,46,175,14,,1,5.99,1.38,7.37
440,2025-10-29 21:36:42,46,175,6,,1,29.99,6.90,36.89
441,2025-10-29 21:36:42,46,175,15,3,1,21.99,5.06,27.05
442,2026-03-09 12:56:46,225,176,2,,1,12.99,2.99,15.98
443,2026-01-25 12:53:24,205,177,12,3,2,23.98,5.52,29.50
444,2025-11-10 09:26:58,31,178,10,8,1,24.99,5.75,30.74
445,2026-04-18 13:39:01,195,179,14,3,1,5.99,1.38,7.37
446,2026-04-18 13:39:01,195,179,8,1,1,14.99,3.45,18.44
447,2025-10-04 19:55:43,161,180,9,4,2,31.98,7.36,39.34
448,2025-10-04 19:55:43,161,180,11,2,2,13.98,3.22,17.20
449,2025-10-04 19:55:43,161,180,12,,1,11.99,2.76,14.75
450,2025-10-04 19:55:43,161,180,7,1,1,79.99,18.40,98.39
451,2026-02-07 21:30:54,81,181,8,,2,29.98,6.90,36.88
452,2026-02-07 21:30:54,81,181,4,,1,16.49,3.79,20.28
453,2026-02-07 21:30:54,81,181,9,4,1,15.99,3.68,19.67
454,2026-04-24 17:28:05,228,182,14,,1,5.99,1.38,7.37
455,2026-04-24 17:28:05,228,182,12,,1,11.99,2.76,14.75
456,2026-04-24 17:28:05,228,182,9,5,1,15.99,3.68,19.67
457,2026-04-24 17:28:05,228,182,9,6,1,15.99,3.68,19.67
458,2026-04-24 17:28:05,228,182,1,6,2,17.98,4.14,22.12
459,2026-04-24 17:28:05,228,182,10,6,1,24.99,5.75,30.74
460,2026-04-24 17:28:05,228,182,2,1,1,12.99,2.99,15.98
461,2026-02-18 16:23:44,150,183,2,,1,12.99,2.99,15.98
462,2025-10-28 12:39:12,210,184,4,4,1,16.49,3.79,20.28
463,2025-10-28 12:39:12,210,184,13,,1,13.49,3.10,16.59
464,2025-10-28 12:39:12,210,184,1,2,3,26.97,6.20,33.17
465,2025-10-28 12:39:12,210,184,8,3,1,14.99,3.45,18.44
466,2025-10-28 12:39:12,210,184,1,,1,8.99,2.07,11.06
467,2025-10-28 12:39:12,210,184,14,3,1,5.99,1.38,7.37
468,2025-10-28 12:39:12,210,184,3,,2,37.98,8.74,46.72
469,2025-10-28 12:39:12,210,184,10,,1,24.99,5.75,30.74
470,2025-10-28 12:39:12,210,184,7,4,3,239.97,55.19,295.16
471,2025-12-15 15:51:08,176,185,3,5,1,18.99,4.37,23.36
472,2025-12-15 15:51:08,176,185,9,4,2,31.98,7.36,39.34
473,2026-03-25 13:58:43,149,186,3,3,3,56.97,13.10,70.07
474,2026-03-25 13:58:43,149,186,12,6,1,11.99,2.76,14.75
475,2026-03-25 13:58:43,149,186,10,7,1,24.99,5.75,30.74
476,2026-03-25 13:58:43,149,186,15,,2,43.98,10.12,54.10
477,2026-03-25 13:58:43,149,186,13,,1,13.49,3.10,16.59
478,2026-03-25 13:58:43,149,186,1,,1,8.99,2.07,11.06
479,2026-03-25 13:58:43,149,186,3,3,3,56.97,13.10,70.07
480,2026-03-25 13:58:43,149,186,12,,2,23.98,5.52,29.50
481,2026-03-25 13:58:43,149,186,6,,2,59.98,13.80,73.78
482,2026-03-25 13:58:43,149,186,12,,1,11.99,2.76,14.75
483,2026-03-25 13:58:43,149,186,7,5,1,79.99,18.40,98.39
484,2026-03-25 13:58:43,149,186,1,6,3,26.97,6.20,33.17
485,2026-03-25 13:58:43,149,186,1,,1,8.99,2.07,11.06
486,2026-03-25 13:58:43,149,186,13,4,2,26.98,6.21,33.19
487,2026-03-25 13:58:43,149,186,12,4,2,23.98,5.52,29.50
488,2026-03-25 13:58:43,149,186,4,,1,16.49,3.79,20.28
489,2026-03-25 13:58:43,149,186,3,2,3,56.97,13.10,70.07
490,2026-03-25 13:58:43,149,186,7,,1,79.99,18.40,98.39
491,2025-10-02 13:29:45,131,187,15,,1,21.99,5.06,27.05
492,2026-04-17 22:40:39,27,188,14,6,1,5.99,1.38,7.37
493,2026-02-12 11:11:33,163,189,2,,2,25.98,5.98,31.96
494,2026-02-12 11:11:33,163,189,7,,1,79.99,18.40,98.39
495,2025-12-24 13:18:13,170,190,13,1,1,13.49,3.10,16.59
496,2026-01-23 11:57:41,178,191,10,,2,49.98,11.50,61.48
497,2026-01-06 22:50:07,165,192,7,1,1,79.99,18.40,98.39
498,2026-01-06 22:50:07,165,192,14,8,2,11.98,2.76,14.74
499,2026-01-06 22:50:07,165,192,5,,2,21.98,5.06,27.04
500,2026-01-06 22:50:07,165,192,2,1,1,12.99,2.99,15.98
501,2026-01-06 22:50:07,165,192,4,7,1,16.49,3.79,20.28
502,2026-01-06 22:50:07,165,192,4,7,1,16.49,3.79,20.28
503,2026-01-06 22:50:07,165,192,2,,2,25.98,5.98,31.96
504,2026-01-06 22:50:07,165,192,6,,1,29.99,6.90,36.89
505,2026-02-20 09:36:52,129,193,4,8,2,32.98,7.59,40.57
506,2026-02-20 09:36:52,129,193,7,2,1,79.99,18.40,98.39
507,2026-02-20 09:36:52,129,193,11,,2,13.98,3.22,17.20
508,2026-02-20 09:36:52,129,193,1,,2,17.98,4.14,22.12
509,2026-02-20 09:36:52,129,193,2,2,1,12.99,2.99,15.98
510,2026-01-06 14:52:42,225,194,1,3,1,8.99,2.07,11.06
511,2026-01-06 14:52:42,225,194,13,3,2,26.98,6.21,33.19
512,2025-10-03 16:55:35,192,195,3,,1,18.99,4.37,23.36
513,2025-10-03 16:55:35,192,195,9,,1,15.99,3.68,19.67
514,2025-11-24 14:57:41,177,196,14,,1,5.99,1.38,7.37
515,2025-11-19 09:11:42,130,197,13,,1,13.49,3.10,16.59
516,2025-11-19 09:11:42,130,197,9,5,1,15.99,3.68,19.67
517,2025-11-19 09:11:42,130,197,5,8,1,10.99,2.53,13.52
518,2025-11-19 09:11:42,130,197,6,2,1,29.99,6.90,36.89
519,2025-11-19 13:31:28,36,198,6,,1,29.99,6.90,36.89
520,2025-11-19 13:31:28,36,198,10,7,1,24.99,5.75,30.74
521,2025-12-03 20:14:45,161,199,12,,1,11.99,2.76,14.75
522,2025-12-03 20:14:45,161,199,11,8,2,13.98,3.22,17.20
523,2025-12-03 20:14:45,161,199,13,3,1,13.49,3.10,16.59
524,2025-12-03 20:14:45,161,199,2,3,2,25.98,5.98,31.96
525,2025-12-03 20:14:45,161,199,4,2,1,16.49,3.79,20.28
526,2025-12-03 20:14:45,161,199,15,1,1,21.99,5.06,27.05
527,2025-12-03 20:14:45,161,199,10,1,1,24.99,5.75,30.74
528,2025-12-03 20:14:45,161,199,9,3,2,31.98,7.36,39.34
529,2025-12-03 20:14:45,161,199,4,5,2,32.98,7.59,40.57
530,2026-02-08 09:25:23,257,200,9,,1,15.99,3.68,19.67
531,2026-02-08 09:25:23,257,200,10,3,1,24.99,5.75,30.74
532,2026-02-08 09:25:23,257,200,3,3,1,18.99,4.37,23.36
533,2026-02-08 09:25:23,257,200,8,,3,44.97,10.34,55.31
534,2026-02-08 09:25:23,257,200,4,1,1,16.49,3.79,20.28
535,2026-02-08 09:25:23,257,200,9,8,2,31.98,7.36,39.34
536,2026-02-08 09:25:23,257,200,15,6,1,21.99,5.06,27.05
537,2026-03-12 21:17:53,267,201,12,3,1,11.99,2.76,14.75
538,2026-03-12 21:17:53,267,201,7,2,1,79.99,18.40,98.39
539,2026-03-12 21:17:53,267,201,7,,3,239.97,55.19,295.16
540,2026-03-12 21:17:53,267,201,14,8,2,11.98,2.76,14.74
541,2026-03-12 21:17:53,267,201,1,,1,8.99,2.07,11.06
542,2026-02-09 18:17:13,40,202,3,2,1,18.99,4.37,23.36
543,2026-02-09 18:17:13,40,202,7,8,2,159.98,36.80,196.78
544,2026-02-09 18:17:13,40,202,8,,1,14.99,3.45,18.44
545,2026-02-09 18:17:13,40,202,1,,1,8.99,2.07,11.06
546,2026-02-09 18:17:13,40,202,3,,1,18.99,4.37,23.36
547,2026-02-09 18:17:13,40,202,1,7,1,8.99,2.07,11.06
548,2026-02-09 18:17:13,40,202,10,5,1,24.99,5.75,30.74
549,2026-02-09 18:17:13,40,202,4,8,1,16.49,3.79,20.28
550,2026-03-03 10:50:37,211,203,14,5,2,11.98,2.76,14.74
551,2026-01-25 17:37:04,176,204,4,,1,16.49,3.79,20.28
552,2026-02-07 18:26:52,268,205,3,,1,18.99,4.37,23.36
553,2026-02-07 18:26:52,268,205,10,2,1,24.99,5.75,30.74
554,2026-03-04 16:52:00,67,206,15,7,3,65.97,15.17,81.14
555,2026-03-04 16:52:00,67,206,6,7,2,59.98,13.80,73.78
556,2026-04-21 20:24:22,247,207,10,2,2,49.98,11.50,61.48
557,2026-04-21 20:24:22,247,207,5,,1,10.99,2.53,13.52
558,2026-04-21 20:24:22,247,207,5,5,1,10.99,2.53,13.52
559,2026-02-25 16:07:33,4,208,1,,1,8.99,2.07,11.06
560,2026-02-25 16:07:33,4,208,7,,1,79.99,18.40,98.39
561,2026-02-25 16:07:33,4,208,5,6,1,10.99,2.53,13.52
562,2026-02-25 16:07:33,4,208,11,,1,6.99,1.61,8.60
563,2026-02-25 16:07:33,4,208,9,8,1,15.99,3.68,19.67
564,2026-02-25 13:49:45,158,209,7,2,2,159.98,36.80,196.78
565,2026-02-25 13:49:45,158,209,8,2,2,29.98,6.90,36.88
566,2026-04-20 13:51:35,206,210,10,3,1,24.99,5.75,30.74
567,2026-04-20 13:51:35,206,210,11,,1,6.99,1.61,8.60
568,2025-10-23 09:16:14,223,211,6,,1,29.99,6.90,36.89
569,2025-10-23 09:16:14,223,211,7,1,1,79.99,18.40,98.39
570,2025-10-23 09:16:14,223,211,14,1,1,5.99,1.38,7.37
571,2025-12-13 11:02:50,266,212,10,3,1,24.99,5.75,30.74
572,2025-12-13 11:02:50,266,212,6,,1,29.99,6.90,36.89
573,2026-04-18 14:22:42,142,213,7,,1,79.99,18.40,98.39
574,2025-10-24 16:18:46,36,214,14,6,1,5.99,1.38,7.37
575,2025-10-24 16:18:46,36,214,5,8,1,10.99,2.53,13.52
576,2025-10-24 16:18:46,36,214,10,,1,24.99,5.75,30.74
577,2025-10-24 16:18:46,36,214,9,,1,15.99,3.68,19.67
578,2025-10-24 16:18:46,36,214,13,,1,13.49,3.10,16.59
579,2025-10-24 16:18:46,36,214,13,7,1,13.49,3.10,16.59
580,2025-10-24 16:18:46,36,214,13,,1,13.49,3.10,16.59
581,2025-10-24 16:18:46,36,214,11,1,1,6.99,1.61,8.60
582,2025-10-24 16:18:46,36,214,5,4,1,10.99,2.53,13.52
583,2025-10-24 16:18:46,36,214,4,6,2,32.98,7.59,40.57
584,2025-10-24 16:18:46,36,214,1,,2,17.98,4.14,22.12
585,2026-03-22 19:52:21,205,215,2,,1,12.99,2.99,15.98
586,2026-02-24 12:11:47,112,216,11,,3,20.97,4.82,25.79
587,2026-02-24 12:11:47,112,216,4,4,2,32.98,7.59,40.57
588,2026-03-08 13:09:49,128,217,2,,1,12.99,2.99,15.98
589,2026-03-08 13:09:49,128,217,8,1,1,14.99,3.45,18.44
590,2026-03-08 13:09:49,128,217,6,5,1,29.99,6.90,36.89
591,2026-03-08 13:09:49,128,217,13,,2,26.98,6.21,33.19
592,2025-11-02 08:33:51,296,218,7,6,1,79.99,18.40,98.39
593,2025-11-02 08:33:51,296,218,11,2,2,13.98,3.22,17.20
594,2025-11-02 08:33:51,296,218,8,,1,14.99,3.45,18.44
595,2025-11-02 08:33:51,296,218,7,,1,79.99,18.40,98.39
596,2025-11-02 08:33:51,296,218,5,,1,10.99,2.53,13.52
597,2026-01-02 10:31:27,176,219,4,6,1,16.49,3.79,20.28
598,2026-01-02 10:31:27,176,219,5,4,1,10.99,2.53,13.52
599,2026-01-02 10:31:27,176,219,12,,1,11.99,2.76,14.75
600,2026-01-02 10:31:27,176,219,7,3,1,79.99,18.40,98.39
601,2026-01-02 10:31:27,176,219,1,6,1,8.99,2.07,11.06
602,2026-01-02 10:31:27,176,219,5,1,1,10.99,2.53,13.52
603,2026-01-02 10:31:27,176,219,12,,1,11.99,2.76,14.75
604,2026-01-24 19:21:16,50,220,6,5,1,29.99,6.90,36.89
605,2025-11-01 13:55:43,211,221,10,3,1,24.99,5.75,30.74
606,2025-11-01 13:55:43,211,221,5,8,1,10.99,2.53,13.52
607,2025-11-01 13:55:43,211,221,8,5,2,29.98,6.90,36.88
608,2025-11-01 13:55:43,211,221,3,6,2,37.98,8.74,46.72
609,2025-11-01 13:55:43,211,221,10,2,1,24.99,5.75,30.74
610,2025-11-28 13:20:41,176,222,5,7,2,21.98,5.06,27.04
611,2026-04-18 21:23:47,228,223,10,3,1,24.99,5.75,30.74
612,2025-11-02 19:15:42,12,224,5,2,3,32.97,7.58,40.55
613,2025-10-27 09:04:59,204,225,15,,1,21.99,5.06,27.05
614,2025-10-27 09:04:59,204,225,9,,2,31.98,7.36,39.34
615,2025-10-22 18:59:56,80,226,7,,1,79.99,18.40,98.39
616,2025-11-03 16:53:10,65,227,1,6,1,8.99,2.07,11.06
617,2025-11-03 16:53:10,65,227,8,5,3,44.97,10.34,55.31
618,2025-11-03 16:53:10,65,227,3,3,3,56.97,13.10,70.07
619,2025-11-03 16:53:10,65,227,8,7,1,14.99,3.45,18.44
620,2025-11-03 16:53:10,65,227,11,8,1,6.99,1.61,8.60
621,2025-11-03 16:53:10,65,227,13,,1,13.49,3.10,16.59
622,2025-11-03 16:53:10,65,227,3,,1,18.99,4.37,23.36
623,2025-11-03 16:53:10,65,227,14,,1,5.99,1.38,7.37
624,2025-11-03 16:53:10,65,227,12,8,3,35.97,8.27,44.24
625,2026-04-23 12:38:14,221,228,13,7,1,13.49,3.10,16.59
626,2026-04-23 12:38:14,221,228,7,,1,79.99,18.40,98.39
627,2026-04-23 12:38:14,221,228,7,,2,159.98,36.80,196.78
628,2026-02-10 20:51:58,123,229,10,5,2,49.98,11.50,61.48
629,2026-02-10 20:51:58,123,229,9,2,2,31.98,7.36,39.34
630,2025-10-29 18:29:39,149,230,8,4,1,14.99,3.45,18.44
631,2025-10-13 16:01:11,78,231,2,,1,12.99,2.99,15.98
632,2025-10-13 16:01:11,78,231,1,,1,8.99,2.07,11.06
633,2025-10-13 16:01:11,78,231,6,8,1,29.99,6.90,36.89
634,2025-10-13 16:01:11,78,231,8,,1,14.99,3.45,18.44
635,2025-10-15 12:49:25,75,232,2,,1,12.99,2.99,15.98
636,2025-10-15 12:49:25,75,232,5,2,2,21.98,5.06,27.04
637,2025-10-15 12:49:25,75,232,12,8,1,11.99,2.76,14.75
638,2025-11-20 15:47:49,18,233,2,8,1,12.99,2.99,15.98
639,2025-11-20 15:47:49,18,233,5,,3,32.97,7.58,40.55
640,2025-11-20 15:47:49,18,233,12,5,3,35.97,8.27,44.24
641,2025-11-20 15:47:49,18,233,5,4,1,10.99,2.53,13.52
642,2025-11-20 15:47:49,18,233,4,,1,16.49,3.79,20.28
643,2026-02-27 09:25:50,142,234,4,,1,16.49,3.79,20.28
644,2026-02-27 09:25:50,142,234,8,,1,14.99,3.45,18.44
645,2026-02-27 09:25:50,142,234,4,,1,16.49,3.79,20.28
646,2026-02-27 09:25:50,142,234,15,1,3,65.97,15.17,81.14
647,2026-03-29 16:50:06,79,235,3,,1,18.99,4.37,23.36
648,2026-03-29 16:50:06,79,235,11,8,2,13.98,3.22,17.20
649,2026-03-29 16:50:06,79,235,1,3,1,8.99,2.07,11.06
650,2026-02-02 19:28:35,21,236,5,3,1,10.99,2.53,13.52
651,2026-02-02 19:28:35,21,236,6,,2,59.98,13.80,73.78
652,2026-02-02 19:28:35,21,236,15,,2,43.98,10.12,54.10
653,2026-02-02 19:28:35,21,236,8,,1,14.99,3.45,18.44
654,2026-02-02 19:28:35,21,236,1,3,2,17.98,4.14,22.12
655,2026-02-02 19:28:35,21,236,10,4,2,49.98,11.50,61.48
656,2026-03-18 16:52:24,33,237,4,3,1,16.49,3.79,20.28
657,2026-03-18 16:52:24,33,237,6,,1,29.99,6.90,36.89
658,2025-10-12 21:08:11,35,238,14,,1,5.99,1.38,7.37
659,2026-02-24 18:53:24,17,239,11,5,1,6.99,1.61,8.60
660,2026-03-05 19:04:00,114,240,15,2,3,65.97,15.17,81.14
661,2026-03-05 19:04:00,114,240,11,7,1,6.99,1.61,8.60
662,2026-03-05 19:04:00,114,240,13,5,2,26.98,6.21,33.19
663,2026-03-05 19:04:00,114,240,12,,1,11.99,2.76,14.75
664,2026-03-05 19:04:00,114,240,9,7,1,15.99,3.68,19.67
665,2026-03-18 11:36:40,270,241,3,2,1,18.99,4.37,23.36
666,2026-03-18 11:36:40,270,241,10,7,1,24.99,5.75,30.74
667,2026-03-18 11:36:40,270,241,3,6,2,37.98,8.74,46.72
668,2026-03-18 11:36:40,270,241,9,6,3,47.97,11.03,59.00
669,2026-03-18 11:36:40,270,241,9,,3,47.97,11.03,59.00
670,2026-03-18 11:36:40,270,241,13,6,1,13.49,3.10,16.59
671,2026-03-18 11:36:40,270,241,10,5,1,24.99,5.75,30.74
672,2026-03-18 11:36:40,270,241,8,1,1,14.99,3.45,18.44
673,2026-03-18 11:36:40,270,241,10,,1,24.99,5.75,30.74
674,2026-03-18 11:36:40,270,241,1,,1,8.99,2.07,11.06
675,2026-03-18 11:36:40,270,241,1,5,2,17.98,4.14,22.12
676,2026-03-18 11:36:40,270,241,9,3,1,15.99,3.68,19.67
677,2025-12-31 10:08:16,236,242,6,,2,59.98,13.80,73.78
678,2025-10-24 17:25:36,154,243,15,,1,21.99,5.06,27.05
679,2025-11-14 15:52:57,248,244,12,2,2,23.98,5.52,29.50
680,2025-11-14 15:52:57,248,244,5,7,1,10.99,2.53,13.52
681,2026-04-16 13:22:56,29,245,14,2,1,5.99,1.38,7.37
682,2026-04-16 13:22:56,29,245,4,1,2,32.98,7.59,40.57
683,2026-04-16 13:22:56,29,245,11,,1,6.99,1.61,8.60
684,2026-02-22 10:20:32,277,246,12,,1,11.99,2.76,14.75
685,2026-02-22 10:20:32,277,246,7,2,3,239.97,55.19,295.16
686,2026-04-20 14:09:08,149,247,6,1,1,29.99,6.90,36.89
687,2026-04-20 14:09:08,149,247,5,3,1,10.99,2.53,13.52
688,2026-04-20 14:09:08,149,247,8,4,1,14.99,3.45,18.44
689,2026-04-20 14:09:08,149,247,12,,1,11.99,2.76,14.75
690,2025-12-22 18:59:36,221,248,2,6,1,12.99,2.99,15.98
691,2025-12-28 17:41:01,165,249,13,8,1,13.49,3.10,16.59
692,2025-12-28 17:41:01,165,249,8,4,1,14.99,3.45,18.44
693,2025-12-28 17:41:01,165,249,3,2,2,37.98,8.74,46.72
694,2025-12-28 17:41:01,165,249,4,5,3,49.47,11.38,60.85
695,2025-12-18 15:30:01,57,250,6,4,1,29.99,6.90,36.89
696,2025-12-18 15:30:01,57,250,13,3,1,13.49,3.10,16.59
697,2025-12-18 15:30:01,57,250,11,1,1,6.99,1.61,8.60
698,2025-12-12 11:50:44,31,251,10,1,1,24.99,5.75,30.74
699,2026-03-19 21:58:42,139,252,6,,2,59.98,13.80,73.78
700,2026-03-19 21:58:42,139,252,11,2,1,6.99,1.61,8.60
701,2026-03-19 21:58:42,139,252,8,3,2,29.98,6.90,36.88
702,2026-02-21 22:45:01,235,253,1,6,1,8.99,2.07,11.06
703,2026-02-21 22:45:01,235,253,12,,1,11.99,2.76,14.75
704,2026-02-21 22:45:01,235,253,11,5,1,6.99,1.61,8.60
705,2026-02-21 22:45:01,235,253,11,1,1,6.99,1.61,8.60
706,2026-02-21 22:45:01,235,253,5,,1,10.99,2.53,13.52
707,2026-02-21 22:45:01,235,253,3,4,1,18.99,4.37,23.36
708,2026-02-21 22:45:01,235,253,10,6,1,24.99,5.75,30.74
709,2026-02-21 22:45:01,235,253,3,,1,18.99,4.37,23.36
710,2026-02-21 22:45:01,235,253,13,,1,13.49,3.10,16.59
711,2026-02-21 22:45:01,235,253,15,,1,21.99,5.06,27.05
712,2026-02-21 22:45:01,235,253,13,3,1,13.49,3.10,16.59
713,2026-02-14 19:07:11,286,254,6,,2,59.98,13.80,73.78
714,2026-01-14 14:19:28,164,255,12,5,3,35.97,8.27,44.24
715,2025-10-28 10:11:01,97,256,13,4,3,40.47,9.31,49.78
716,2025-10-28 10:11:01,97,256,4,8,1,16.49,3.79,20.28
717,2026-04-01 18:23:11,241,257,14,3,1,5.99,1.38,7.37
718,2026-01-13 20:00:59,17,258,5,,3,32.97,7.58,40.55
719,2026-01-13 20:00:59,17,258,4,,2,32.98,7.59,40.57
720,2026-01-13 20:00:59,17,258,8,6,2,29.98,6.90,36.88
721,2026-01-13 20:00:59,17,258,15,1,1,21.99,5.06,27.05
722,2026-01-13 20:00:59,17,258,14,,1,5.99,1.38,7.37
723,2026-01-13 20:00:59,17,258,12,1,1,11.99,2.76,14.75
724,2026-01-13 20:00:59,17,258,8,4,1,14.99,3.45,18.44
725,2026-01-13 20:00:59,17,258,7,,3,239.97,55.19,295.16
726,2026-01-13 20:00:59,17,258,13,,1,13.49,3.10,16.59
727,2025-12-17 20:52:18,204,259,8,,1,14.99,3.45,18.44
728,2025-12-17 20:52:18,204,259,12,,1,11.99,2.76,14.75
729,2025-12-17 20:52:18,204,259,8,3,1,14.99,3.45,18.44
730,2025-12-17 20:52:18,204,259,15,,1,21.99,5.06,27.05
731,2025-12-17 20:52:18,204,259,8,4,1,14.99,3.45,18.44
732,2025-12-17 20:52:18,204,259,2,3,1,12.99,2.99,15.98
733,2025-12-17 20:52:18,204,259,2,6,1,12.99,2.99,15.98
734,2026-04-05 20:32:39,197,260,3,3,1,18.99,4.37,23.36
735,2026-04-05 20:32:39,197,260,10,3,2,49.98,11.50,61.48
736,2026-04-05 20:32:39,197,260,3,,2,37.98,8.74,46.72
737,2025-12-13 18:11:07,229,261,15,,1,21.99,5.06,27.05
738,2025-12-13 18:11:07,229,261,5,8,1,10.99,2.53,13.52
739,2025-12-13 18:11:07,229,261,1,4,1,8.99,2.07,11.06
740,2025-12-13 18:11:07,229,261,8,1,1,14.99,3.45,18.44
741,2025-12-11 17:40:35,281,262,14,,2,11.98,2.76,14.74
742,2025-10-10 10:54:02,179,263,11,6,1,6.99,1.61,8.60
743,2025-10-10 10:54:02,179,263,1,3,1,8.99,2.07,11.06
744,2025-10-10 10:54:02,179,263,10,3,1,24.99,5.75,30.74
745,2025-10-10 10:54:02,179,263,12,2,1,11.99,2.76,14.75
746,2025-10-10 10:54:02,179,263,6,2,1,29.99,6.90,36.89
747,2025-10-10 10:54:02,179,263,14,,1,5.99,1.38,7.37
748,2025-12-24 16:26:33,141,264,4,2,1,16.49,3.79,20.28
749,2025-12-24 16:26:33,141,264,11,,1,6.99,1.61,8.60
750,2025-12-24 16:26:33,141,264,10,5,3,74.97,17.24,92.21
751,2025-12-24 16:26:33,141,264,14,6,1,5.99,1.38,7.37
752,2025-12-24 16:26:33,141,264,10,8,1,24.99,5.75,30.74
753,2025-12-24 16:26:33,141,264,3,,2,37.98,8.74,46.72
754,2025-10-01 09:01:29,100,265,11,4,2,13.98,3.22,17.20
755,2025-10-01 09:01:29,100,265,7,,1,79.99,18.40,98.39
756,2025-10-01 09:01:29,100,265,11,5,1,6.99,1.61,8.60
757,2025-12-18 12:32:35,35,266,6,,2,59.98,13.80,73.78
758,2026-04-04 17:39:01,203,267,14,,1,5.99,1.38,7.37
759,2026-01-30 20:02:41,246,268,3,6,1,18.99,4.37,23.36
760,2026-01-30 20:02:41,246,268,14,5,1,5.99,1.38,7.37
